제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,분류근거_키워드,분류신뢰도,출산양육관련여부,수집방식
PROP-182581,임산부 배려석에 임산부만 앉을 수 있는 장치를 설치해주세요.,임산부 배려석에 임산부만 앉을 수 있는 장치를 설치해주세요.,2018-10-03,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182581,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-182580,지하철 임산부 배려석에 외국인들을 위한 안내가 있어야 할 것 같습니다,지하철 임산부 배려석에 외국인들을 위한 안내가 있어야 할 것 같습니다,2018-10-03,2018,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182580,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-182496,저출산 대책(국민연금  수령연령과 연계),저출산 대책(국민연금  수령연령과 연계),2018-09-25,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182496,직접키워드 (출산),상,직접관련,ver1 수집
PROP-182481,임산부석 영어 팻말,임산부석 영어 팻말,2018-09-23,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182481,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-182392,서울시립대학 을 폐교하고 신혼부부용 아파트를 건설합시다,서울시립대학 을 폐교하고 신혼부부용 아파트를 건설합시다,2018-09-17,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182392,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-182378,임산부 배려석? 생각의 전환으로! 임산부 배려뱃지!,임산부 배려석? 생각의 전환으로! 임산부 배려뱃지!,2018-09-15,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182378,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-182221,청년및 신혼부부희망주택 정책제안,청년및 신혼부부희망주택 정책제안,2018-09-09,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182221,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-182211,신혼부부 영구주택 100만호 건설합시다.,신혼부부 영구주택 100만호 건설합시다.,2018-09-08,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182211,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-182200,상도유치원,상도유치원,2018-09-07,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182200,직접키워드 (유치원),상,직접관련,ver1 수집
PROP-182192,"장애인, 기초수급자, 한부모가정 등 이사시 에어컨 보일러 점검 서비스 해야","장애인, 기초수급자, 한부모가정 등 이사시 에어컨 보일러 점검 서비스 해야",2018-09-06,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182192,직접키워드 (한부모),상,직접관련,ver1 수집
PROP-182151,각 구마다 산모을 위한 산모요가 프로그램?,각 구마다 산모을 위한 산모요가 프로그램?,2018-09-03,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=182151,직접키워드 (산모),상,직접관련,ver1 수집
PROP-181948,출산장려금,출산장려금,2018-08-09,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181948,직접키워드 (출산),상,직접관련,ver1 수집
PROP-181936,양육수당 어린이집 보육료만큼 인상 제안합니다,양육수당 어린이집 보육료만큼 인상 제안합니다,2018-08-07,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181936,직접키워드 (양육),상,직접관련,ver1 수집
PROP-181921,큰 건물의 하수처리 시설 설치를 지원해 주세요. (열섬 현상 개선 아이디어),큰 건물의 하수처리 시설 설치를 지원해 주세요. (열섬 현상 개선 아이디어),2018-08-06,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181921,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-181875,어린이집 통학차량에  대한 제언,어린이집 통학차량에  대한 제언,2018-07-29,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181875,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-181849,어린이집 통원버스 하차 안전장치 제안,어린이집 통원버스 하차 안전장치 제안,2018-07-25,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181849,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-181847,안녕하세요. 한 아이를 어린이집에 보내고 있는 아빠이자 개발자입니다.,안녕하세요. 한 아이를 어린이집에 보내고 있는 아빠이자 개발자입니다.,2018-07-25,2018,8.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181847,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-181809,서울 및 수도권 지하철에 있는 &#34;임산부 배려석&#34; 개선 요청합니다.,서울 및 수도권 지하철에 있는 &#34;임산부 배려석&#34; 개선 요청합니다.,2018-07-20,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181809,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-181777,임산부석 좌석 알람제,임산부석 좌석 알람제,2018-07-16,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181777,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-181602,다문화 가정 자녀들의 교육권을 보장하기 위한 정책 제안합니다,다문화 가정 자녀들의 교육권을 보장하기 위한 정책 제안합니다,2018-06-23,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181602,조합규칙 (교육|학습|강좌+유아|초등돌봄|자녀|부모교육|아빠교육),중,조합관련,ver1 수집
PROP-181473,다자녀가정 할인 정책,다자녀가정 할인 정책,2018-06-08,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181473,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-181437,아이돌봄서비스 더 쉽게 이용할수 있으면 합니다,아이돌봄서비스 더 쉽게 이용할수 있으면 합니다,2018-06-04,2018,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181437,직접키워드 (아이돌봄),상,직접관련,ver1 수집
PROP-181306,보육교사 휴게시간 개선에 대해,보육교사 휴게시간 개선에 대해,2018-05-23,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181306,직접키워드 (보육),상,직접관련,ver1 수집
PROP-181300,유아용 체험학습장소 실내식사장소 확대해주세요,유아용 체험학습장소 실내식사장소 확대해주세요,2018-05-23,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181300,조합규칙 (교육|학습|강좌+유아|초등돌봄|자녀|부모교육|아빠교육),중,조합관련,ver1 수집
PROP-181150,서울시 전 지역 운행 중인 시내 저상버스 내에 유모차의 고정 장치를 설치,서울시 전 지역 운행 중인 시내 저상버스 내에 유모차의 고정 장치를 설치,2018-05-05,2018,4.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181150,직접키워드 (유모차),상,직접관련,ver1 수집
PROP-181060,서울지하철에 임산부 핑크라이트 설치를 제안합니다,서울지하철에 임산부 핑크라이트 설치를 제안합니다,2018-04-25,2018,7.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181060,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-181051,서울시 산후도우미 관련 적용기준이 궁금합니다.,서울시 산후도우미 관련 적용기준이 궁금합니다.,2018-04-24,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181051,직접키워드 (산후),상,직접관련,ver1 수집
PROP-181019,임산부석 희망고문은 이제 그만,임산부석 희망고문은 이제 그만,2018-04-19,2018,12.0,2,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181019,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-181006,서울시 지하철에 임산부배려석 알람 설치 제안합니다,서울시 지하철에 임산부배려석 알람 설치 제안합니다,2018-04-18,2018,3.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=181006,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-180894,아이돌봄서비스 개선 방안,아이돌봄서비스 개선 방안,2018-04-13,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180894,직접키워드 (아이돌봄),상,직접관련,ver1 수집
PROP-180866,서울시 거동 불편 어르신들이 사용하는 유모차에 야광판 부착토록 지급,서울시 거동 불편 어르신들이 사용하는 유모차에 야광판 부착토록 지급,2018-04-11,2018,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180866,직접키워드 (유모차),상,직접관련,ver1 수집
PROP-180806,2018년도 출산장려금 제도 시행,2018년도 출산장려금 제도 시행,2018-04-06,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180806,직접키워드 (출산),상,직접관련,ver1 수집
PROP-180778,서울을 방문한 외국인 관광객을 위한 유모차 대여서비스를 해주세요,서울을 방문한 외국인 관광객을 위한 유모차 대여서비스를 해주세요,2018-04-04,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180778,직접키워드 (유모차),상,직접관련,ver1 수집
PROP-180672,서울 다둥이카드 혜택을 줄이지 말아주세요,서울 다둥이카드 혜택을 줄이지 말아주세요,2018-03-25,2018,1.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180672,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-180667,다자녀 혜택논의,다자녀 혜택논의,2018-03-25,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180667,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-180655,저출산 대책) 다자녀 가정 차량 운영 지원건,저출산 대책) 다자녀 가정 차량 운영 지원건,2018-03-22,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180655,직접키워드 (출산),상,직접관련,ver1 수집
PROP-180628,다자녀 장학생 역차별 제도개선,다자녀 장학생 역차별 제도개선,2018-03-20,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180628,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-180560,임산부석을 바꿔주세요,임산부석을 바꿔주세요,2018-03-09,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180560,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-180512,"초등학교 병설유치원신설필수,,,,,,,,,,,,,,,,,,,,,,,,,,","초등학교 병설유치원신설필수,,,,,,,,,,,,,,,,,,,,,,,,,,",2018-03-04,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180512,직접키워드 (유치원),상,직접관련,ver1 수집
PROP-180506,임산부석 희망고문은 이제 그만,임산부석 희망고문은 이제 그만,2018-03-03,2018,8.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180506,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-180493,유모차의 이동이 편리해야 출산율 극복할 수 있습니다.,유모차의 이동이 편리해야 출산율 극복할 수 있습니다.,2018-03-01,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180493,직접키워드 (출산),상,직접관련,ver1 수집
PROP-180489,직장 예비엄마들을 위한 임신 요가 교실,직장 예비엄마들을 위한 임신 요가 교실,2018-02-28,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180489,직접키워드 (임신),상,직접관련,ver1 수집
PROP-180472,서울시 임신한 여성들을 위하여 주말에도 자치구청 보건소 운영,서울시 임신한 여성들을 위하여 주말에도 자치구청 보건소 운영,2018-02-26,2018,6.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180472,직접키워드 (임신),상,직접관련,ver1 수집
PROP-180451,제안 제목 : “임산부의 교통카드 발급으로 공공교통요금 면제” 제안,제안 제목 : “임산부의 교통카드 발급으로 공공교통요금 면제” 제안,2018-02-22,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180451,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-180440,출산 장려를 위해 정확도99.9%인 아리아니프티(태아기형아검사)검사를 제안합니다.,출산 장려를 위해 정확도99.9%인 아리아니프티(태아기형아검사)검사를 제안합니다.,2018-02-20,2018,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180440,직접키워드 (출산),상,직접관련,ver1 수집
PROP-180438,신혼부부 임대 주택 신청 기준,신혼부부 임대 주택 신청 기준,2018-02-20,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180438,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-180406,육아열차운행,육아열차운행,2018-02-13,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180406,직접키워드 (육아),상,직접관련,ver1 수집
PROP-180374,지하철 임산부석 보완할 점 제안합니다.,지하철 임산부석 보완할 점 제안합니다.,2018-02-08,2018,9.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180374,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-180363,"최저임금제인상에 따른  어린이집 특활비 상한제 조정필요 (국공립5만원, 민간가정 8만원)","최저임금제인상에 따른  어린이집 특활비 상한제 조정필요 (국공립5만원, 민간가정 8만원)",2018-02-07,2018,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180363,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-180344,유치원 버스에  차량용 공기 청정기를 제안 합니다.,유치원 버스에  차량용 공기 청정기를 제안 합니다.,2018-02-05,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180344,직접키워드 (유치원),상,직접관련,ver1 수집
PROP-180332,지하철 임산부석 폐지와 (초기)임산부 표식 배포를 청원 드립니다.,지하철 임산부석 폐지와 (초기)임산부 표식 배포를 청원 드립니다.,2018-02-04,2018,1.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180332,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-180324,다자녀 부모 복지 혜택,다자녀 부모 복지 혜택,2018-02-02,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180324,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-180319,"소방시설의 학교, 어린이집 의무조항","소방시설의 학교, 어린이집 의무조항",2018-02-01,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180319,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-180253,미세먼지 대피소로 아이들을 위한 대형실내놀이터를 제안합니다!!,미세먼지 대피소로 아이들을 위한 대형실내놀이터를 제안합니다!!,2018-01-24,2018,13.0,11,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180253,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-180216,보건소에서 난임관련주사를 맞게해주세요.,보건소에서 난임관련주사를 맞게해주세요.,2018-01-19,2018,5346.0,2559,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180216,직접키워드 (난임),상,직접관련,ver1 수집
PROP-180213,임산부 지정석 진동 알림 안내,임산부 지정석 진동 알림 안내,2018-01-19,2018,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180213,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-180149,지역에 유아교육을 위해 &#34;관인유치원 추가&#34; 설립해 줘야,지역에 유아교육을 위해 &#34;관인유치원 추가&#34; 설립해 줘야,2018-01-13,2018,0.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180149,직접키워드 (유치원),상,직접관련,ver1 수집
PROP-180134,지하철 임산부 좌석 관련,지하철 임산부 좌석 관련,2018-01-11,2018,10.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180134,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-180131,서울시 산후도우미 지원 7월부터 시행,서울시 산후도우미 지원 7월부터 시행,2018-01-10,2018,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=180131,직접키워드 (산후),상,직접관련,ver1 수집
