제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,분류근거_키워드,분류신뢰도,출산양육관련여부,수집방식
PROP-191817,재택근무 가능 직종 임산부 재택근무 의무화,재택근무 가능 직종 임산부 재택근무 의무화,2021-12-06,2021,5.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191817,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191792,공공시설 형태의 유아 대상 놀이공간 확대를 건의합니다.,공공시설 형태의 유아 대상 놀이공간 확대를 건의합니다.,2021-12-02,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191792,조합규칙 (공원|시설|편의|놀이+아이|유아|영유아|키즈|유모차|양육),중,조합관련,ver1 수집
PROP-191733,서울시 신혼부부 임차보증금 지원을 공공주택에도 확대 부탁드립니다.,서울시 신혼부부 임차보증금 지원을 공공주택에도 확대 부탁드립니다.,2021-11-23,2021,14.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191733,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-191703,실질적이고 획기적인 임산부배려석 이용방안,실질적이고 획기적인 임산부배려석 이용방안,2021-11-18,2021,11.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191703,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191671,임산부배려석 간단한 해결방안입니다.,임산부배려석 간단한 해결방안입니다.,2021-11-12,2021,7.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191671,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191657,다자녀 할인 공통 적용,다자녀 할인 공통 적용,2021-11-10,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191657,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-191631,한부모 가정에게 상담 치료 바우처 지원을 제안합니다.,한부모 가정에게 상담 치료 바우처 지원을 제안합니다.,2021-11-04,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191631,직접키워드 (한부모),상,직접관련,ver1 수집
PROP-191572,임산부 뱃지에 관하여,임산부 뱃지에 관하여,2021-10-29,2021,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191572,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191567,"교통약자(장애인, 임산부, 노인 등)가 공공 기관 및 시설물 등의 고층 엘리베이터를 기다리는 동안 잠시라도 착석 가능한 밴치 설치","교통약자(장애인, 임산부, 노인 등)가 공공 기관 및 시설물 등의 고층 엘리베이터를 기다리는 동안 잠시라도 착석 가능한 밴치 설치",2021-10-29,2021,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191567,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191559,임산부 배려석 활용 방안,임산부 배려석 활용 방안,2021-10-28,2021,11.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191559,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191535,임산부 배려석 옆에 아동 배려석 추가 조성 제안,임산부 배려석 옆에 아동 배려석 추가 조성 제안,2021-10-24,2021,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191535,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191534,방향성을 수정한 임산부 배려석 인식개선 캠페인 제안,방향성을 수정한 임산부 배려석 인식개선 캠페인 제안,2021-10-24,2021,6.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191534,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191492,임산부 뱃지 악용 - 정책 보완 건의사항,임산부 뱃지 악용 - 정책 보완 건의사항,2021-10-20,2021,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191492,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191470,결혼 및 저출산문제에 대한 새로운 접근,결혼 및 저출산문제에 대한 새로운 접근,2021-10-14,2021,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191470,직접키워드 (출산),상,직접관련,ver1 수집
PROP-191449,서울시장부터 영유아까지 물 사용량 약속하고 절약하기,서울시장부터 영유아까지 물 사용량 약속하고 절약하기,2021-10-12,2021,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191449,직접키워드 (영유아),상,직접관련,ver1 수집
PROP-191363,"어린이집,학교, 노인시설등의 차량과속 사고예방 해결방법","어린이집,학교, 노인시설등의 차량과속 사고예방 해결방법",2021-09-28,2021,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191363,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-191294,서울특별시 생태친화보육에 지역 꽃집이 참여할 수 있게 해주세요!,서울특별시 생태친화보육에 지역 꽃집이 참여할 수 있게 해주세요!,2021-09-21,2021,10.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191294,직접키워드 (보육),상,직접관련,ver1 수집
PROP-191244,공공교통의 임산부석 폐지해주세요~,공공교통의 임산부석 폐지해주세요~,2021-09-13,2021,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191244,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-191232,쌍둥이 출산시 도우미 지원 해주세요!!!,쌍둥이 출산시 도우미 지원 해주세요!!!,2021-09-12,2021,5.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191232,직접키워드 (출산),상,직접관련,ver1 수집
PROP-191195,"저출산, 육아 정책 제안","저출산, 육아 정책 제안",2021-09-08,2021,61.0,2,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191195,직접키워드 (출산),상,직접관련,ver1 수집
PROP-191054,코로나 시국에 임산부 단축근무는 &#39;임신 전체기간&#39;으로 제도 바꿔주세요.,코로나 시국에 임산부 단축근무는 &#39;임신 전체기간&#39;으로 제도 바꿔주세요.,2021-08-20,2021,13.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191054,직접키워드 (임신),상,직접관련,ver1 수집
PROP-191053,어린이집 증원을 요청드립니다,어린이집 증원을 요청드립니다,2021-08-20,2021,8.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191053,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-191049,&#34;임신육아 종합포털 아이사랑&#34;에 어린이집 홈페이지 이관 또는 연동이 되게 해 주세요.,&#34;임신육아 종합포털 아이사랑&#34;에 어린이집 홈페이지 이관 또는 연동이 되게 해 주세요.,2021-08-20,2021,5.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=191049,직접키워드 (임신),상,직접관련,ver1 수집
PROP-190968,어린이집 장기미종사자,어린이집 장기미종사자,2021-08-09,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190968,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-190951,다둥이카드 앱설치이용,다둥이카드 앱설치이용,2021-08-06,2021,17.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190951,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-190902,"어린이집, 유치원 학부모 백신 우선접종","어린이집, 유치원 학부모 백신 우선접종",2021-07-30,2021,8.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190902,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-190681,구로구 소재 어린이집 폐원 관련 해결 방안을 마련해 주세요.,구로구 소재 어린이집 폐원 관련 해결 방안을 마련해 주세요.,2021-07-09,2021,107.0,18,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190681,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-190650,다둥이맘에게 혼잡통행료 감면 또는 면제해 주세요,다둥이맘에게 혼잡통행료 감면 또는 면제해 주세요,2021-07-05,2021,8.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190650,직접키워드 (다둥이),상,직접관련,ver1 수집
PROP-190633,서울시 남녀임신준비 사업에서 여성도 외부에서 검사받을수 있게 해주세요!,서울시 남녀임신준비 사업에서 여성도 외부에서 검사받을수 있게 해주세요!,2021-07-02,2021,17.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190633,직접키워드 (임신),상,직접관련,ver1 수집
PROP-190617,산업단지공단 소속 햇님어린이집 폐소에 따른 대안을 마련해주세요,산업단지공단 소속 햇님어린이집 폐소에 따른 대안을 마련해주세요,2021-07-01,2021,59.0,4,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190617,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-190545,아이돌봄서비스 개선을 제안합니다,아이돌봄서비스 개선을 제안합니다,2021-06-22,2021,4.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190545,직접키워드 (아이돌봄),상,직접관련,ver1 수집
PROP-190458,폭언을 없애기 위한 부모교육,폭언을 없애기 위한 부모교육,2021-06-15,2021,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190458,조합규칙 (교육|학습|강좌+유아|초등돌봄|자녀|부모교육|아빠교육),중,조합관련,ver1 수집
PROP-190426,보육교사 백신휴가 평등하게 지원해 주세요,보육교사 백신휴가 평등하게 지원해 주세요,2021-06-13,2021,77.0,15,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190426,직접키워드 (보육),상,직접관련,ver1 수집
PROP-190365,지하절 임산부 배려석 _ 인형 배치 제안,지하절 임산부 배려석 _ 인형 배치 제안,2021-06-08,2021,5.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190365,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-190358,어린이집 10m내 금연금지구역. 흡연구역과 금연구역이 공존하는 공간,어린이집 10m내 금연금지구역. 흡연구역과 금연구역이 공존하는 공간,2021-06-07,2021,11.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190358,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-190352,어린이집 교사 코로나 백신접종 추가예약서비스,어린이집 교사 코로나 백신접종 추가예약서비스,2021-06-07,2021,15.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190352,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-190302,"""삐빅, 임산부입니다"" 버스 이용 시 안내멘트 건의","""삐빅, 임산부입니다"" 버스 이용 시 안내멘트 건의",2021-05-31,2021,53.0,17,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190302,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-190300,신혼부부 코로나 예방접종도 빠른일정에 넣어주세요,신혼부부 코로나 예방접종도 빠른일정에 넣어주세요,2021-05-31,2021,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190300,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-190198,영유아 화상사고에 관련한 대책 문의,영유아 화상사고에 관련한 대책 문의,2021-05-16,2021,10.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=190198,직접키워드 (영유아),상,직접관련,ver1 수집
PROP-189949,지하철 임산부석 문제,지하철 임산부석 문제,2021-04-22,2021,9.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189949,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-189934,미세먼지 경보가 발효되어도 어린이집 실외활동이 가능한 지침을 개정해 주세요,미세먼지 경보가 발효되어도 어린이집 실외활동이 가능한 지침을 개정해 주세요,2021-04-20,2021,11.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189934,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-189861,다자녀혜택에 대해 서울시와 경기도를 구분하지 맙시다,다자녀혜택에 대해 서울시와 경기도를 구분하지 맙시다,2021-04-14,2021,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189861,직접키워드 (다자녀),상,직접관련,ver1 수집
PROP-189719,신혼부부 임차보증금 지원사업 관련,신혼부부 임차보증금 지원사업 관련,2021-04-05,2021,12.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189719,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-189697,임산부뱃지비콘제작,임산부뱃지비콘제작,2021-04-01,2021,63.0,8,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189697,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-189694,여성 배려석 원복 및 임산부 무료 택시 이용,여성 배려석 원복 및 임산부 무료 택시 이용,2021-04-01,2021,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189694,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-189693,여성 배려석 원복 및 임산부 무료 택시 이용,여성 배려석 원복 및 임산부 무료 택시 이용,2021-04-01,2021,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189693,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-189652,iseoulu.co.kr 출산용품지원누리집 운영방식 변경 요청,iseoulu.co.kr 출산용품지원누리집 운영방식 변경 요청,2021-03-25,2021,7.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189652,직접키워드 (출산),상,직접관련,ver1 수집
PROP-189621,임산부 대상 공영주차장 우선이용 혜택/할인이 생겼으면 좋겠어요,임산부 대상 공영주차장 우선이용 혜택/할인이 생겼으면 좋겠어요,2021-03-19,2021,12.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189621,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-189440,2021년 서울형 난임시술지원 서비스 횟수 증가 제안,2021년 서울형 난임시술지원 서비스 횟수 증가 제안,2021-02-19,2021,7.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189440,직접키워드 (난임),상,직접관련,ver1 수집
PROP-189414,우리동네키움센터 / 점심 / 저녁 / 시간 / 직장인 / 학교 / 초등돌봄 등등 문제점이 많은것 같습니다. 현실적이지 않아요.,우리동네키움센터 / 점심 / 저녁 / 시간 / 직장인 / 학교 / 초등돌봄 등등 문제점이 많은것 같습니다. 현실적이지 않아요.,2021-02-16,2021,12.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189414,직접키워드 (초등돌봄),상,직접관련,ver1 수집
PROP-189408,"양육수당, 아동수당등 지급 시 ？ 부모교육 프로그램을 만들어 교육 시켜주세요.","양육수당, 아동수당등 지급 시 ？ 부모교육 프로그램을 만들어 교육 시켜주세요.",2021-02-14,2021,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189408,직접키워드 (양육),상,직접관련,ver1 수집
PROP-189401,어린이집 학부모회의에서  cctv 정기적 확인할수 있게 해주세요,어린이집 학부모회의에서  cctv 정기적 확인할수 있게 해주세요,2021-02-08,2021,60.0,5,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189401,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-189364,지하철 임산부 좌석 관련 문의 및 제안,지하철 임산부 좌석 관련 문의 및 제안,2021-02-01,2021,17.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189364,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-189255,난임지원 서비스 횟수 증원요청,난임지원 서비스 횟수 증원요청,2021-01-08,2021,7.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189255,직접키워드 (난임),상,직접관련,ver1 수집
PROP-189236,서울시 임신출산 정보센터 글 수정해야 하는거 아닌가요??;;;,서울시 임신출산 정보센터 글 수정해야 하는거 아닌가요??;;;,2021-01-05,2021,15.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189236,직접키워드 (출산),상,직접관련,ver1 수집
PROP-189234,임산부 재택근무,임산부 재택근무,2021-01-04,2021,9.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189234,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-189218,보육교사 코로나19 선제검사 강력한 공지 철회를 요구합니다,보육교사 코로나19 선제검사 강력한 공지 철회를 요구합니다,2020-12-30,2020,24.0,5,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189218,직접키워드 (보육),상,직접관련,ver1 수집
PROP-189200,현장상황 반영 안 된 '보육교사 코로나19 선제검사'와 관련하여 제안합니다.,현장상황 반영 안 된 '보육교사 코로나19 선제검사'와 관련하여 제안합니다.,2020-12-28,2020,25.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189200,직접키워드 (보육),상,직접관련,ver1 수집
PROP-189190,서울시 신혼부부 임차보증금 지원 정책 개선 요청,서울시 신혼부부 임차보증금 지원 정책 개선 요청,2020-12-25,2020,16.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189190,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-189155,보육교사 안전을 위해 긴급보육 등원하는 아이들도 음성확인서 제출 제안합니다.,보육교사 안전을 위해 긴급보육 등원하는 아이들도 음성확인서 제출 제안합니다.,2020-12-20,2020,13.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189155,직접키워드 (보육),상,직접관련,ver1 수집
PROP-189150,보육교사 선제적검사관련하여 제안합니다.,보육교사 선제적검사관련하여 제안합니다.,2020-12-18,2020,241.0,64,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189150,직접키워드 (보육),상,직접관련,ver1 수집
PROP-189149,어린이집 이용 가정은 음성판정 후 이용할 수 있게 해주세요.,어린이집 이용 가정은 음성판정 후 이용할 수 있게 해주세요.,2020-12-18,2020,18.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189149,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-189148,보육교사가 우스운 정부공무원들께.,보육교사가 우스운 정부공무원들께.,2020-12-18,2020,27.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189148,직접키워드 (보육),상,직접관련,ver1 수집
PROP-189145,긴급보육사용 코로나검사,긴급보육사용 코로나검사,2020-12-18,2020,16.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189145,직접키워드 (보육),상,직접관련,ver1 수집
PROP-189144,육아수당이나 출생지원금이나 좀 제발 국민좀 챙겨요,육아수당이나 출생지원금이나 좀 제발 국민좀 챙겨요,2020-12-17,2020,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189144,직접키워드 (출생),상,직접관련,ver1 수집
PROP-189143,임산부의 재택근무,임산부의 재택근무,2020-12-17,2020,4.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189143,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-189075,저출산 근본적 해결을 위한 남녀성평등 교육 강화 방안,저출산 근본적 해결을 위한 남녀성평등 교육 강화 방안,2020-12-10,2020,11.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189075,직접키워드 (출산),상,직접관련,ver1 수집
PROP-189067,어린이집 예산 지출시 전자적 영수증 첨부시 증빙 인증으로 명문 및 제도화,어린이집 예산 지출시 전자적 영수증 첨부시 증빙 인증으로 명문 및 제도화,2020-12-09,2020,49.0,12,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=189067,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-188888,키움센터 교사 채용,키움센터 교사 채용,2020-11-23,2020,5.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188888,직접키워드 (키움센터),상,직접관련,ver1 수집
PROP-188884,"어린이집 사회적 거리두기 단계에 따른  방역지침을 보다 세밀하게 강화해주십시오.(아픈 아이들의 등원문제, 가림막설치, 교사인권 등)","어린이집 사회적 거리두기 단계에 따른  방역지침을 보다 세밀하게 강화해주십시오.(아픈 아이들의 등원문제, 가림막설치, 교사인권 등)",2020-11-22,2020,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188884,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-188854,"육아휴직 가능한 자녀연령을 만 15세까지로 연장하고, 비공무원과 공무원 모두 육아휴직 3년과 육아기 2시간단축근무 당장 시행해주세요!!","육아휴직 가능한 자녀연령을 만 15세까지로 연장하고, 비공무원과 공무원 모두 육아휴직 3년과 육아기 2시간단축근무 당장 시행해주세요!!",2020-11-18,2020,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188854,직접키워드 (육아),상,직접관련,ver1 수집
PROP-188816,지하철 임산부 배려석 핑크색 스티커,지하철 임산부 배려석 핑크색 스티커,2020-11-13,2020,19.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188816,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-188801,2021년 서울형 뉴딜일자리 어린이집 공동회계사무원 뉴딜일자리 제안서,2021년 서울형 뉴딜일자리 어린이집 공동회계사무원 뉴딜일자리 제안서,2020-11-12,2020,56.0,11,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188801,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-188788,지하철 임신부지정석 관련,지하철 임신부지정석 관련,2020-11-11,2020,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188788,직접키워드 (임신),상,직접관련,ver1 수집
PROP-188675,소·중소기업 육아 및 임산부 근로환경 컨설팅 시행,소·중소기업 육아 및 임산부 근로환경 컨설팅 시행,2020-10-28,2020,6.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188675,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-188674,지하철 이용중 임산부의 임산부 좌석  접근 및 승차 시 신호발송 장치기구의 설치를 제안합니다,지하철 이용중 임산부의 임산부 좌석  접근 및 승차 시 신호발송 장치기구의 설치를 제안합니다,2020-10-28,2020,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188674,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-188671,교통시설 임산부 알림,교통시설 임산부 알림,2020-10-27,2020,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188671,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-188612,예식을 앞둔 신혼부부입니다,예식을 앞둔 신혼부부입니다,2020-10-17,2020,8.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188612,직접키워드 (신혼부부),상,직접관련,ver1 수집
PROP-188607,임산부검사 다시 복구시켜주세요!,임산부검사 다시 복구시켜주세요!,2020-10-16,2020,9.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188607,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-188468,어린이집 인건비 정부 지원정책에 연령 제한이 있다구요?,어린이집 인건비 정부 지원정책에 연령 제한이 있다구요?,2020-09-17,2020,10.0,4,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188468,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-188412,임산부배려석에 대한 작은 생각,임산부배려석에 대한 작은 생각,2020-09-09,2020,9.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188412,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-188337,임산부 알림,임산부 알림,2020-08-31,2020,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188337,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-188264,보육시설폐쇄 등 코로나 확진과 관련한 보육대책 마련관련,보육시설폐쇄 등 코로나 확진과 관련한 보육대책 마련관련,2020-08-23,2020,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188264,직접키워드 (보육),상,직접관련,ver1 수집
PROP-188170,공덕sk리더슈뷰 단지 내 어린이집 개원 도와주세요.,공덕sk리더슈뷰 단지 내 어린이집 개원 도와주세요.,2020-08-14,2020,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=188170,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-187964,지하철 임산부석 폐지,지하철 임산부석 폐지,2020-07-20,2020,6.0,4,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187964,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-187957,공동육아초등방과후의 사회적 인정과 제도적 지원을 원합니다.,공동육아초등방과후의 사회적 인정과 제도적 지원을 원합니다.,2020-07-20,2020,170.0,51,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187957,직접키워드 (육아),상,직접관련,ver1 수집
PROP-187940,임산부 전용 교통카드 정책,임산부 전용 교통카드 정책,2020-07-17,2020,0.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187940,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-187929,지하철 임산부석 폐지 건의,지하철 임산부석 폐지 건의,2020-07-15,2020,5.0,3,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187929,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-187873,[임산부 복지 제안] 임신 중기 이후에는 (ex. 20주 등) 택시 이용시 50% 할인(시에서 50%부담) 제도 건의합니다,[임산부 복지 제안] 임신 중기 이후에는 (ex. 20주 등) 택시 이용시 50% 할인(시에서 50%부담) 제도 건의합니다,2020-07-08,2020,10.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187873,직접키워드 (임신),상,직접관련,ver1 수집
PROP-187783,지하철 임산부석 실질이용률,지하철 임산부석 실질이용률,2020-06-27,2020,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187783,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-187774,코로나 19로 인한 유치원 어린이집 특기강사 에 대한 정부에 대책이 시급합니다.,코로나 19로 인한 유치원 어린이집 특기강사 에 대한 정부에 대책이 시급합니다.,2020-06-26,2020,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187774,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-187760,어린이집  특기 교육  왜 못하게 하나요?,어린이집  특기 교육  왜 못하게 하나요?,2020-06-24,2020,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187760,직접키워드 (어린이집),상,직접관련,ver1 수집
PROP-187678,반려견 양육을 위한 공공교육,반려견 양육을 위한 공공교육,2020-06-15,2020,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187678,직접키워드 (양육),상,직접관련,ver1 수집
PROP-187673,실질적인 임산부 배려석 운영을 위한 제안,실질적인 임산부 배려석 운영을 위한 제안,2020-06-13,2020,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187673,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-187651,임산부 출퇴근 택시비 감면 복지(바우쳐카드 허용 등),임산부 출퇴근 택시비 감면 복지(바우쳐카드 허용 등),2020-06-11,2020,6.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187651,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-187645,대중교통 버스 임산부석 대책 요망,대중교통 버스 임산부석 대책 요망,2020-06-10,2020,10.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187645,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-187434,지하철 임산부 배려석에 IoT 기술 접목한다면?,지하철 임산부 배려석에 IoT 기술 접목한다면?,2020-05-25,2020,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187434,직접키워드 (임산부),상,직접관련,ver1 수집
PROP-187401,지하철 임산부 배려석,지하철 임산부 배려석,2020-05-21,2020,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187401,직접키워드 (임산부),상,직접관련,ver1 수집
