제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,원문URL,출산양육관련여부,분류근거_키워드,분류신뢰도,수집방식,제외사유,대분류,중분류,소분류,보정필터_소스
PROP-198621,다둥이 단축 근무시간 시행부탁합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198621,2025-03-10,2025,1.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198621,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-198618,다둥이 워킹맘 근무단축제 시행,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198618,2025-03-10,2025,0.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198618,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-198619,다둥이 워킹맘 근무단축제 및 보조금 지급제,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198619,2025-03-10,2025,0.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198619,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-198620,다둥이 워킹맘 근무시간단축해주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198620,2025-03-10,2025,0.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198620,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-198591,뉴행복다둥이카드,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198591,2025-03-09,2025,2.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198591,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-198575,서울 자영업자에게 다둥이 행복카드를!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198575,2025-03-08,2025,0.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198575,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-198432,"하위계층, 한부모가정 지원혜택 철저히 조사",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198432,2025-03-01,2025,0.0,0,N,미상,취약·다양가족 사각지대,한부모·미혼모/부,한부모·미혼모 지원,사각지대 보호,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198432,직접관련,한부모,상,기존 1차 직접키워드 수집,,취약·다양가족 사각지대,한부모·위기임산부,한부모·미혼부모·위기임산부,신규추가7586_제목본문기준
PROP-198258,임산부 교통비 지원 확대,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198258,2025-02-20,2025,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198258,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-198270,기후동행카드 다둥이할인 적용제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198270,2025-02-20,2025,1.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198270,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-198142,신혼부부 답답,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198142,2025-02-14,2025,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198142,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-198063,자녀수와 연계한 보증금지원형 장기안심주택 지원 세분화,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198063,2025-02-11,2025,2.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198063,조합관련,주거·대출: 주택 + 자녀,중,2차 문맥조합 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-197910,다둥이 등 서울런 대상자 대폭 확대,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197910,2025-02-04,2025,1.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197910,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-197873,청년안심주택 반려동물 양육 및 출입금지 규정 폐지 요청드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197873,2025-02-03,2025,85.0,14,Y,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197873,직접관련,양육,상,기존 1차 직접키워드 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-197755,키움센터 추가 개소는 어려울까요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197755,2025-01-23,2025,0.0,0,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197755,직접관련,키움센터,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,신규추가7586_제목본문기준
PROP-197723,임산부 시내버스 탑승 편의 개선 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197723,2025-01-16,2025,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197723,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197624,다둥이행복카드 소지 대상자 키즈카페머니 바우처 지급,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197624,2024-12-25,2024,32.0,0,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197624,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-197619,지하철 임산부석 해결 방안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197619,2024-12-24,2024,3.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197619,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197605,서울시 신혼부부 전세대출 소급적용 요청,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197605,2024-12-19,2024,1.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197605,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-197539,임산부석 이용 증진 관련,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197539,2024-12-06,2024,1.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197539,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197532,무용지물인 버스 임산부석 이용 개선 - 임산부벨 도입,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197532,2024-12-05,2024,4.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197532,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197512,신혼부부 전세대출 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197512,2024-12-02,2024,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197512,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-197370,임산부 뱃지 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197370,2024-11-04,2024,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197370,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197368,임산부 교통카드를 만들어주세요~,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197368,2024-11-04,2024,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197368,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197348,임산부 배려석 외국어 안내문 표기 확대 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197348,2024-10-30,2024,0.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197348,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197311,임산부 배려석 운영 정책 개선 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197311,2024-10-23,2024,60.0,6,Y,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197311,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197288,서울시 내 다둥이카드 사용 요건을 통일해 주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197288,2024-10-18,2024,1.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197288,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-197263,지하철 임산부석 알림음,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197263,2024-10-16,2024,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197263,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197271,임산부 배려석에 바닥 라이트를 설치해주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197271,2024-10-16,2024,5.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197271,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-197204,신혼부부전세자금대출 이자지원사업 관련,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197204,2024-10-10,2024,18.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197204,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-196964,대중교통 임산부석에 대한 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196964,2024-09-02,2024,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196964,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-196838,"유치원, 초등학교 운동장에 선셰이드(햇빛 가림막)을 설치해 주세요.",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196838,2024-08-14,2024,2.0,0,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196838,직접관련,유치원,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,신규추가7586_제목본문기준
PROP-196806,마곡유치원 공항고등학교 앞 부지에 도서관 건립 요청드려요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196806,2024-08-12,2024,67.0,5,Y,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196806,직접관련,유치원,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,신규추가7586_제목본문기준
PROP-196769,서울시 대중교통  임산부석 개선 요청합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196769,2024-08-03,2024,13.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196769,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-196732,서울시에서 홍보한 교량호텔 인원제한포함 숙박시설 다둥이 인원제한관련 의견,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196732,2024-07-27,2024,1.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196732,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-196686,신혼부부만 서울시 시민인가요??,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196686,2024-07-21,2024,1.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196686,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-196628,신혼부부만 시민??,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196628,2024-07-17,2024,2.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196628,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-196541,대중교통 임산부 배려석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196541,2024-07-08,2024,3.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196541,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-196514,서울시 신혼부부 전세대출,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196514,2024-07-03,2024,1.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196514,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-196500,서울달 다둥이할인도 추가 부탁드려요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196500,2024-07-01,2024,3.0,0,N,미상,다자녀·양육비·생활지원,다자녀 기준·혜택,다자녀 인정 기준 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196500,직접관련,다둥이,상,기존 1차 직접키워드 수집,,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,신규추가7586_제목본문기준
PROP-196474,임산부 등 노약자석 무단 착석 대처방법,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196474,2024-06-26,2024,2.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196474,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-196468,지하철 임산부 배려석에   지하철 보완요원  수시검사,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196468,2024-06-25,2024,2.0,2,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196468,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-196356,임산부 배려석 관련해서 제안드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196356,2024-06-12,2024,4.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196356,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-196331,북아현지역 우리동네 키움센터,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196331,2024-06-09,2024,2.0,0,N,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196331,직접관련,키움센터,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,신규추가7586_제목본문기준
PROP-196309,임산부 좌석 태그시행 제도,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196309,2024-06-05,2024,40.0,3,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196309,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-196294,관악구에도 거점 키움센터가 있었으면 좋겠습니다~,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196294,2024-06-02,2024,0.0,0,N,관악구,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196294,직접관련,키움센터,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,신규추가7586_제목본문기준
PROP-196209,지하철 임산부석 앱 설치 건의,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196209,2024-05-20,2024,7.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=196209,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
