제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,원문URL,출산양육관련여부,분류근거_키워드,분류신뢰도,수집방식,제외사유,대분류,중분류,소분류,보정필터_소스
PROP-187645,대중교통 버스 임산부석 대책 요망,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187645,2020-06-10,2020,10.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187645,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-187434,지하철 임산부 배려석에 IoT 기술 접목한다면?,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187434,2020-05-25,2020,6.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187434,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-187404,어린이 보호구역 내 어린이 보행규정강화와 부모벌점제.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187404,2020-05-21,2020,1.0,0,N,미상,정보·상담·교육·거버넌스,신청·서류·기준 개선,출산정책 소급·기준 개선,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187404,조합관련,아동_안전환경: 보호구역 + 부모,중,2차 문맥조합 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-187401,지하철 임산부 배려석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187401,2020-05-21,2020,3.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187401,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-187005,"서울특별시 신혼부부 전세대출제도에서, 장기전세도 지원에 포함시켜주세요.",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187005,2020-04-09,2020,7.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=187005,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-186943,초등 온라인개학이 직장부모 자녀의 교육 불평등이 이어지지 않을 대책이 필요합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186943,2020-04-05,2020,66.0,2,Y,미상,보육·돌봄 인프라,초등돌봄·방과후·키움센터,초등 방과후·늘봄,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186943,조합관련,교육·프로그램: 교육 + 자녀,중,2차 문맥조합 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-186769,서울시 장애인시설 임산부 종사자 재택근무,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186769,2020-03-24,2020,2.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186769,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-186658,2020년 신혼부부 전세자금 대출 이자 지원 기준 변경 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186658,2020-03-13,2020,1.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186658,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-186619,임산부들을 위한 마스크 무료 제공 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186619,2020-03-11,2020,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186619,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-186511,코로나 19 임산부 및 노약자 재택근무 요청드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186511,2020-02-29,2020,6.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186511,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-186485,코로나로 학원휴원 학원비반환에 대한 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186485,2020-02-26,2020,4.0,1,N,미상,다자녀·양육비·생활지원,교육비·서울런,서울런·교육비 지원,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186485,직접관련,학원비,상,확장 1차 생활키워드 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-186464,산후도우미 사용기간 예외적용(코로나 상황),https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186464,2020-02-24,2020,15.0,1,N,미상,출산·산후 초기지원,산후조리·도우미,산후조리·산모 회복 지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186464,직접관련,산후,상,기존 1차 직접키워드 수집,,출산·산후 초기지원,산후조리,산후조리·산모도우미,신규추가7586_제목본문기준
PROP-186393,신혼부부 전세 혜택 기준,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186393,2020-02-06,2020,0.0,0,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186393,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-186264,지하철내 임산부석 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186264,2019-12-30,2019,0.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186264,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-186240,청량리 한양수자인 교육연구 및 노유자시설에 국공립 유치원 설립을 부탁드립니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186240,2019-12-24,2019,550.0,560,N,미상,보육·돌봄 인프라,어린이집·유치원,어린이집 운영·확충,영유아·초등 돌봄,돌봄사업팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186240,직접관련,유치원,상,기존 1차 직접키워드 수집,,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,신규추가7586_제목본문기준
PROP-186199,임산부석을 마냥 비워두지 않는 방법,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186199,2019-12-17,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186199,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-186065,서울시 수유실 찾기 지도 앱 개발 및 출시,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186065,2019-12-07,2019,0.0,0,N,미상,정보·상담·교육·거버넌스,정보 통합·앱·플랫폼,정보 통합 플랫폼·앱,공통 행정·정보,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186065,직접관련,수유실,상,확장 1차 생활키워드 수집,,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,신규추가7586_제목본문기준
PROP-186118,대중교통 임산부석 자리를 비워주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186118,2019-12-07,2019,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=186118,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185758,임산부를 위한 프로그램이 부족합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185758,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185758,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185835,임산부석 홍보 캠페인 더 적극적으로 해주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185835,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185835,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185816,임산부석을 늘려주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185816,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185816,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185814,임산부 배지 홍보를 더 늘려주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185814,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185814,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185784,지하철 임산부 좌석을 비워두는 의식을 키울수 있도록,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185784,2019-12-05,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185784,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185502,주차공간을 크게 법 개정을 통해 임산부나 비만인들 쉽게 하자,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185502,2019-10-29,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185502,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185480,"아동 양육 수당을 현금 지급이 아닌 바우처나 쿠폰, 공공시설 이용 포인트로 전환해주세요",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185480,2019-10-24,2019,0.0,0,N,미상,임신·난임·생식건강,난임 시술비·횟수·나이 제한,난임 시술 제한 완화,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185480,직접관련,양육,상,기존 1차 직접키워드 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-185430,"서울시 신혼부부 전세자금 대출, 신혼부부를 위한 대출인가 저소득자를 위한 대출인가?",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185430,2019-10-18,2019,3.0,1,N,미상,주거·교통·도시생활환경,무주택·월세·주거비,무주택 출산가구 주거비,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185430,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-185260,"임산부에게 지하철 무임승차권을 지급하자,,,",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185260,2019-09-21,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185260,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185120,지하철 임산부 배려석 캠페인 소음 폭력 개선,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185120,2019-08-27,2019,3.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185120,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185087,지하철 임산부배려석 재명명 해주세요!,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185087,2019-08-20,2019,3.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185087,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185086,지하철 임산부 좌석 글귀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185086,2019-08-20,2019,2.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185086,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185076,임산부임을 알리는 가방고리를 옷에 달 수 있는 뱃지형태로도 제작하는 것은 어떨까 제안합니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185076,2019-08-19,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185076,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185069,임산부배려석 알리미,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185069,2019-08-18,2019,11.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185069,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-185071,임산부배려석 관련 의견입니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185071,2019-08-18,2019,3.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=185071,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184851,임산부 석에 앉는 사람이 많습니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184851,2019-07-25,2019,1.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184851,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184839,지하철 임산부 승차시 자동 알람 기능,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184839,2019-07-22,2019,2.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184839,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184757,임산부배려석 차단바설치,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184757,2019-07-03,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184757,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184729,임산부 배려석에 관해서~~,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184729,2019-06-27,2019,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184729,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184659,임산부 배려석과 국민행복카드 연계 및 지하철 앱 활용,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184659,2019-06-22,2019,5.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184659,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184649,공영주차장에 아파트를  건축하여 저소득층이나 신혼부부에게 저렴하게 분양하자,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184649,2019-06-20,2019,0.0,0,N,미상,출산·산후 초기지원,출생축하·신생아 초기지원,신생아 초기지원,출산 직후,가족건강팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184649,직접관련,신혼부부,상,기존 1차 직접키워드 수집,,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신규추가7586_제목본문기준
PROP-184600,서울지하철 내 임산부배려석에 ‘테디베어’ 곰 인형 설치를 확대해주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184600,2019-06-06,2019,1.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184600,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184534,지하철 임산부 배려석 도우미 &#39;Pink Voice&#39; 도입,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184534,2019-05-23,2019,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184534,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184476,"지하철 임산부배려석 위치 통일, 플랫폼(스크린도어)에 임산부배려석 위치 표시",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184476,2019-05-09,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184476,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184454,임산부 배려석 없애주세요,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184454,2019-05-03,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184454,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184433,임산부 배려석 관련 제안드립니다,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184433,2019-04-28,2019,0.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184433,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184423,지하철 임산부석을 없애주세요.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184423,2019-04-26,2019,5.0,4,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184423,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184410,임산부 배려&#39;칸&#39; 신설 제안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184410,2019-04-23,2019,0.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184410,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184175,아동양육시설 등 퇴소생을 위한 금융교육 등 자립 지원 방안,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184175,2019-03-25,2019,1.0,0,N,미상,다자녀·양육비·생활지원,생활비·공공요금·문화비,양육 생활비 부담 완화,양육기 생활지원,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184175,직접관련,양육,상,기존 1차 직접키워드 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-184163,임산부 배려의 끝판왕,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184163,2019-03-23,2019,0.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184163,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184107,지하철 등에 임산부/노약자 전용석 아이디어 제안 합니다.,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184107,2019-03-14,2019,0.0,2,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184107,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-184041,"길고양이 입양시 중성화 수술, 예방접종 비용 지원 및 쉼터조성을 통한 길고양이 관련 민원 해소 대책 마련",https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184041,2019-03-08,2019,10.0,2,N,미상,취약·다양가족 사각지대,저소득·차상위·입양,저소득가구 양육지원,사각지대 보호,가족지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=184041,직접관련,예방접종,상,확장 1차 생활키워드 수집,,보육·돌봄 인프라,아동 건강·의료 접근성,소아응급·야간진료·영유아검진,신규추가7586_제목본문기준
PROP-183875,영유아 놀이장난감 대여사업 추진,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183875,2019-02-20,2019,0.0,0,N,미상,주거·교통·도시생활환경,공공시설·생활편의,공공시설 어린이 편의,도시생활 기반,저출생사업1팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183875,직접관련,영유아,상,기존 1차 직접키워드 수집,,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,신규추가7586_제목본문기준
PROP-183833,임산부 지하철 조끼,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183833,2019-02-18,2019,4.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183833,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-183817,시내버스 임산부석 가방걸이 설치,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183817,2019-02-15,2019,11.0,0,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183817,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-183638,임산부교통카드,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183638,2019-01-14,2019,12.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183638,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
PROP-183574,지하철 임산부배려석,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183574,2018-12-31,2018,3.0,1,N,미상,임신·난임·생식건강,임산부 건강검사·배려,임산부 배려·건강관리,임신 전·임신 중,건강임신지원팀,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=183574,직접관련,임산부,상,기존 1차 직접키워드 수집,,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,신규추가7586_제목본문기준
